id;key;French;Dutch;English;Portuguese;Swedish;Norwegian;Danish
dbd801adf2ae8b5b17c2bb761e13c702;pages.cookies.section5.h2;Cookies de tiers;Cookies van derden;Third Parties Cookies;Cookies de terceiros;Cookies från tredje part;Tredjeparts informasjonskapsler;Tredjepartscookies
d14cc13e420ffbcc3cb4dfa44e19fd19;pages.cookies.section5.p1;TUI Group permet à des tiers de définir et d'utiliser leurs propres cookies sur les pages du site web. L'utilisation de ces cookies est régie par les politiques de confidentialité de ces tiers.;TUI Group staat derden toe hun eigen cookies te plaatsen en te gebruiken op de pagina's van de Website. Het gebruik van deze cookies valt onder het privacybeleid van deze derden.;TUI Group allows third parties to set and use their own cookies within the pages of the Website. The use of these cookies is governed by the privacy policies of these third parties.;O Grupo TUI permite que terceiros definam e usem seus próprios cookies nas páginas do site. O uso desses cookies é regido pelas políticas de privacidade desses terceiros.;TUI Group tillåter tredje part att sätta och använda sina egna cookies på hemsidans sidor. Användningen av dessa cookies regleras av dessa tredje parters integritetspolicyer.;TUI Group tillater tredjeparter å sette og bruke sine egne informasjonskapsler på sidene på nettsiden. Bruken av disse informasjonskapslene reguleres av personvernerklæringene til disse tredjepartene.;TUI Group tillader tredjeparter at indstille og bruge deres egne cookies på siderne på Hjemmesiden. Brugen af disse cookies er reguleret af disse tredjeparters privatlivspolitik.
2e0128c93b86ffc81ca05d424796865f;pages.cookies.section5.p2;TUI Group autorise en particulier la présence sur le site web de cookies provenant des parties suivantes.;TUI Group staat met name de aanwezigheid op de Website toe van cookies van de volgende partijen;TUI Group allows in particular the presence on the Website Cookies from the Following Partherns;O Grupo TUI permite, em particular, a presença no site de cookies dos padrões a seguir;TUI Group tillåter särskilt förekomsten på hemsidan av cookies från följande partner;TUI Group tillater spesielt tilstedeværelsen av informasjonskapsler fra følgende partnere på nettsiden;TUI Group tillader især tilstedeværelsen af cookies på hjemmesiden fra følgende partnere
35a3875d2ab4dd7f54f1ab543e0ad7d6;pages.cookies.section5.li1;Nezasa (https://nezasa.com/). Politique de confidentialité disponible sur https://nezasa.com/privacy-policy/;Nezasa (https://nezasa.com/). Privacybeleid beschikbaar op https://nezasa.com/privacy-policy/;Nezasa (https://nezasa.com/). Privacy Policy available on https://nezasa.com/privacy-policy/;Nezasa (https://nezasa.com/). Política de privacidade disponível em https://nezasa.com/privacy-policy/;Nezasa (https://nezasa.com/). Integritetspolicy finns tillgänglig på https://nezasa.com/privacy-policy/;Nezasa (https://nezasa.com/). Personvernerklæring tilgjengelig på https://nezasa.com/privacy-policy/;Nezasa (https://nezasa.com/). Privatlivspolitik tilgængelig på https://nezasa.com/privacy-policy/
e5c384cf42b70174d55e14ebc4617ea3;pages.cookies.section6.h2;Voulez-vous supprimer ces cookies ?;Wil je deze cookies verwijderen?;Do you want to remove these cookies?;Deseja remover esses cookies?;Vill du ta bort dessa cookies?;Vil du fjerne disse informasjonskapslene? ;Vil du fjerne disse cookies?
58d34e5a4e2267ac9aa76bb59d38d9dd;pages.cookies.section6.p1;Si vous souhaitez retirer votre autorisation, vous pouvez le faire en cliquant sur le bouton ci-dessous.;Als je je toestemming wilt intrekken, kun je dat doen door op onderstaande knop te klikken.;If you wish to withdraw your consent, you can do so by clicking the button below.;Se você quiser retirar o seu consentimento, pode fazê-lo clicando no botão abaixo.;Om du vill återkalla ditt samtycke kan du göra det genom att klicka på knappen nedan.;Hvis du ønsker å trekke samtykket ditt tilbake, kan du gjøre det ved å klikke på knappen nedenfor.;Hvis du ønsker at trække dit samtykke tilbage, kan du gøre det ved at klikke på knappen nedenfor.
c9ab88545ad2f14c13cbc80847ea1b8e;pages.cookies.button.revokeConsent;Retirer l'autorisation;Toestemming intrekken;Revoke consent;Revogar consentimento;Återkalla samtycke;Trekk samtykket tilbake;Træk samtykke tilbage
d23f9260f3e39c7ea575c228aa184d08;footer.buttons.searchAllTours;Tous nos circuits;Al onze rondreizen;All our tours;Todos os nossos tours;Alla våra utflykter;Alle rundreisene våre;Alle vores rundture
1fccf5767ba40bd05aaf27bd8fe0c8a8;tours.cleanAllFilters;Tout effacer;Wis alles;Clear all;Limpar tudo;Rensa alla;Tøm alt;Ryd alle
984b5e7523e703588676377fdfc85f9c;tours.filterTours;Filtrer les circuits;Filters wijzigen;Filter tours;Filtrar tours;Filtrera utflykter;Filtrer rundreiser;Sortér i rundture
33b8e7ddc7d9305e6bd4cdb47ef0b6b7;tours.modifyFilters;Modifier les filtres;Filters toepassen;Modify filters;Modificar filtros;Ändra filter;Endre filter;Ændre filtre
71ee7a263cce27f76691d4ef59ee4bc4;tours.applyFilters;Appliquer;Resultaten filteren;Apply filters;Aplicar filtros;Använd filter;Bruk filter;Anvend filtre
deb2b13b2c4bee57366c5cd94e007ebe;tours.filterButton;Filtrer les résultats;Onvergetelijke momenten die je leven verrijken;Filter Results;Resultados dos filtros;Filtrera resultat;Filtrer resultater;Filtrér resultater
f5dfdf8582098076425b6c2e3b284a0c;search.hero.title;Il est temps de voir le monde;Het is tijd om de wereld te zien;Unforgettable moments that make life richer;Momentos inesquecíveis que enriquecem a vida;Oförglömliga ögonblick som gör livet rikare;Uforglemmelige øyeblikk som gjør livet rikere;Uforglemmelige øjeblikke, der gør livet mere mangfoldigt
00295226be3f9b152a8ae3979765ac40;search.hero.paragraph;Ces moments inoubliables qui enrichissent votre vie.;Wat zoek je?;It's time to see the world;É hora de ver o mundo;Det är dags att se världen;Det er på tide å se verden;Det er tid til at opleve verden
6101bca2f8a5a18e69f11bb9a6118a4d;search.hero.inputPlaceholder;Que cherchez-vous?;;What are you looking for?;O que você está procurando?;Vad är du efter?;Hva ser du etter? ;Hvad er du på udkig efter?
1bd94a98351445cdbaa2a6095bc87cbb;tours.category.designYourTour.hero.title;;;Design your own tour;Planeje o seu próprio tour;Utforma din egen utflykt;Design din egen rundreise;Design din egen rundtur
eedd4435ac5c4d9d5f9b69ad1716de57;tours.category.designYourTour.hero.subtitle;;Kom meer te weten;without worrying about anything;sem se preocupar com nada;utan att behöva oroa dig för någonting;uten å bekymre deg om noe;uden at bekymre dig om noget
a714870e0f93715bfd5ffa68f48b59f6;tours.category.designYourTour.hero.cta2.title;En savoir plus;Aan de slag;Learn more;Saiba mais;Läs mer;Les mer;Læs mere
fee6582e32006407503a4613b649ce14;tours.category.designYourTour.hero.cta1.title;C'est parti!;;Let's get started!;Vamos começar!;Låt oss komma igång!;La oss sette i gang!;Lad os komme i gang!
7b90d759e79f744f02c8c093f7c57076;tours.category.designYourTour.title;;;Try it now!;Experimente agora mesmo!;Prova nu!;Prøv nå!;Prøv det nu!
7b04c3d726a10cc64ad484d8e685bb86;tours.category.designYourTour.subtitle;;;You make the choices - we make it possible.;Você faz as escolhas e nós as tornamos possíveis.;Du gör valen - vi gör det möjligt.;Du gjør valgene – vi gjør det mulig;Du træffer valgene - vi gør det muligt.
4ec76697ff654557fe29b36eeb1f51c0;tours.category.designYourTour.paragraph;;;Our intuitive and interactive planning tool helps you to design the tour of your dreams – all in one place.;Nossa ferramenta de planejamento intuitiva e interativa ajuda você a planejar o tour dos seus sonhos: tudo em um só lugar.;Vårt intuitiva och interaktiva planeringsverktyg hjälper dig att utforma din drömresa - allt på ett och samma ställe.;Vårt intuitive og interaktive planleggingsverktøy hjelper deg med å designe drømmereisen – alt på ett sted.;Vores intuitive og interaktive planlægningsværktøj hjælper dig med at designe din drømmerejse - alt sammen på ét sted.
813e1df1da4b10d4bb35c0d03706a56c;tours.category.designYourTour.card1.title;;;Where do you want to go?;Onde você quer ir?;Vart vill du resa?;Hvor vil du reise? ;Hvor vil du gerne rejse hen?
c14e0b34e7616e903e63a5b462ceb8f0;tours.category.designYourTour.card1.subtitle;;;Start Location of your tour;Localização inicial do seu tour;Startplats för din utflykt;Startsted for rundreisen din;Startsted for din rundtur
ecb754be2b9dd650f47cd0b1d3f8509b;tours.category.designYourTour.card1.paragraph;;;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore
bd2215eccd5935f9961cb4e8338999c9;tours.category.designYourTour.card2.title;;;Where do you want to depart from? ;De onde você quer partir? ;Vart vill du resa från? ;Hvor ønsker du å reise fra? ;Hvor ønsker du at rejse fra?
105a68ab2d74930d13eb7e470f3b8644;tours.category.designYourTour.card2.subtitle;;;Start location of your tour;Localização inicial do seu tour;Startplats för din resa;Startsted for rundreisen din;Startsted for din rundtur
631466458a256fa0c3f75f510adfc140;tours.category.designYourTour.card2.paragraph;;;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore
ba2b37dc5c097e1667651b7b06fd277e;tours.category.designYourTour.card3.title;;;With whom?;Com quem?;Med vem?;Med hvem? ;Med hvem?
7ed2c4d2c10287a1d493ba393c0fb318;tours.category.designYourTour.card3.subtitle;;;Family? Friends? Your parther?;Família? Amigos? Seu parceiro?;Med familjen? Vänner? Din partner?;Familie? Venner? Partneren din? ;Familie? Venner? Din partner?
4bfdc380c1cf505feb1976ca5f84bf90;tours.category.designYourTour.card3.paragraph;;;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore
5693f5bbebdedf99a0f88381adac57ce;tours.category.designYourTour.card4.title;;;Long Title;Título longo;Lång titel;Lang tittel;Lang titel
3b41d5031005ae0a51f2e9df8a09d53e;tours.category.designYourTour.card4.subtitle;;;Subtitle Text Multiline;Várias linhas de texto de subtítulo;Underrubrik – flera rader;Undertekst – flere linjer;Undertekst - flere linjer
266970edba293fb7a32cf51aecf2cc68;tours.category.designYourTour.card4.paragraph;;;Paragraph Text Multiline;Várias linhas de texto de parágrafo;Avsnittstext –  flera rader;Avsnittstekst – flere linjer;Afsnitstekst - flere linjer
84398d5228cdd47d18c83d825fc19aad;tours.category.designYourTour.card5.title;;;Long Title;Título longo;Lång titel;Lang tittel;Lang titel
f9febfb7a1c69273c3d172873cb4017a;tours.category.designYourTour.card5.subtitle;;;Subtitle Text Multiline;Várias linhas de texto de subtítulo;Underrubrik – flera rader;Undertekst – flere linjer;Undertekst - flere linjer
cb22913766fb473b826ad1d33d7ea50c;tours.category.designYourTour.card5.paragraph;;;Paragraph Text Multiline;Várias linhas de texto de parágrafo;Avsnittstext –  flera rader;Avsnittstekst – flere linjer;Afsnitstekst - flere linjer
70baa3954f40da74b0cd4c6d6c3304d1;tours.category.designYourTour.card6.title;;;Long Title;Título longo;Lång titel;Lang tittel;Lang titel
d40c6c123aa5b8cd7ee0fb11672b477b;tours.category.designYourTour.card6.subtitle;;;Subtitle Text Multiline;Várias linhas de texto de subtítulo;Underrubrik – flera rader;Undertekst – flere linjer;Undertekst - flere linjer
a8ed3964f81e8fa4cff0cfa5c23228f7;tours.category.designYourTour.card6.paragraph;;;Paragraph Text Multiline;Várias linhas de texto de parágrafo;Avsnittstext –  flera rader;Avsnittstekst – flere linjer;Afsnitstekst - flere linjer
ddf48d28918faa5fc9ee68dfecf78d18;tours.category.designYourTour.information.title;;;Design your dream tour in a couple of clicks;Planeje o tour dos seus sonhos em alguns cliques;Skapa din drömresa med ett par klick;Sett sammen rundreisen din med et par klikk;Design din drømmerejse med et par klik
f9ebe7f6f1f447dcb8e5c66bf5952049;tours.category.designYourTour.information.subtitle1;;;Now with TUI Tours you can design a whole tour on your trip your own way;Agora, com a TUI tours, você pode planejar um tour completo e do seu jeito durante a sua viagem;Med TUI Tours kan du nu designa en hel rundresa på ditt eget sätt;Med TUI Tours kan du nå sette sammen en hel rundreise etter dine ønsker;Med TUI Tours kan du nu designe en hel rundtur på din egen måde.
f547796128e39e137a07b25b1be7125e;tours.category.designYourTour.information.subtitle2;;;We give you the base itinerary, and you choose if you want to stay more in a city, add more cities, change a hotel, arrange an activity, extend the return back home.;Nós disponibilizamos o roteiro base e você escolhe se quer ficar mais tempo em uma cidade, adicionar mais cidades, mudar de hotel, providenciar uma atividade e estender a volta para casa.;Vi ger dig den grundläggande resplanen och du väljer själv om du vill stanna längre i en stad, lägga till fler städer, byta hotell, arrangera en aktivitet eller förlänga hemresan.;Vi gir deg en grunnleggende reiserute, og du velger selv om du vil bli lenger i en by, legge til flere byer, bytte hotell, arrangere en aktivitet eller forlenge hjemreisen.;Vi giver dig den grundlæggende turplan, og du vælger selv, om du vil blive længere i en by, tilføje flere byer, skifte hotel, arrangere en aktivitet, forlænge hjemrejsen.
f7933eb2fa57e78ba4ec31c5017507c8;tours.category.designYourTour.information.paragraph;;Aan de slag;Flexibility without worrying about time.;Flexibilidade sem preocupações com o tempo.;Flexibilitet utan att behöva oroa dig för tiden.;Fleksibilitet uten å bekymre seg for tiden.;Fleksibilitet uden at bekymre sig om tiden.
a93a25ba46f0e131f54dc8e74298a171;tours.category.designYourTour.cta.title;C'est parti!;;Lets get started!;Vamos começar!;Låt oss komma igång!;La oss sette i gang!;Lad os komme i gang!
0124d25b2b1f95d210383c12c0ba7a86;tours.category.designYourTour.step1.title;;;Step 1;Passo 1;Steg 1;Trinn 1;Trin 1
ecd0d515ef317720fd5d3538bdafd587;tours.category.designYourTour.step1.subtitle;;;Select the main;Selecione o principal;Välj den primära;Velg det grunnleggende;Vælg det primære
a00c48a77a0dba5107236d61c9c89b54;tours.category.designYourTour.step1.facility1.title;;;Start location of your tour;Localização inicial do seu tour;Startplatsen för din resa;Startsted for rundreisen din;Startsted for din rundtur
d8c10eb748ddae3f93683815867fa5fa;tours.category.designYourTour.step1.facility2.title;;;Your departure location and date;Local e data de partida;Din avreseort och avresedatum;Avreisested og dato;Dit afrejsested og dato
fb1c69cce81cafc0277afff7d44670f2;tours.category.designYourTour.step1.facility3.title;;;Your Group;Seu grupo;Din grupp;Gruppen din;Din gruppe
05d765171a47310ed436ec1683d4f8c7;tours.category.designYourTour.step1.facility4.title;;;End location of the tour;Localização final do tour;Slutplats för resan;Sluttsted for rundreisen;Slutstedet for rundturen
fcb3485e74ca9172e84d1c7c5403bfe7;tours.category.designYourTour.step2.title;;;Step 2;Passo 2;Steg 2;Trinn 1;Trin 2
6cd03495d1552583ec28ad406518daa8;tours.category.designYourTour.step2.subtitle;;;Personalise which options do you prefer;Personalize quais opções você prefere;Anpassa vilka alternativ du föredrar;Tilpass hvilke valgmuligheter du foretrekker;Tilpas, hvilke valgmuligheder du foretrækker
3c9025cf8bd5cc028192799dbe29549a;tours.category.designYourTour.step2.facility1.title;;;End location of the tour;Localização final do tour;Slutplats för utflykten;Sluttsted for rundreisen;Slutstedet for rundturen
be266e06215d70e257197ac26b063804;tours.category.designYourTour.step2.facility2.title;;;Hotels & stays;Hotéis e estadias;Hotell och övernattningar;Hoteller og opphold;Hoteller og ophold
d2ab78bc92e45ec7592510506d39e602;tours.category.designYourTour.step2.facility3.title;;;Choose destinations along the way;Escolha destinos ao longo do caminho;Välj destinationer längs vägen;Velg reisemål underveis;Vælg rejsemål undervejs
739fbabfd46fd1cb3e1ae1c2c197716c;tours.category.designYourTour.step2.facility4.title;;;Activities & excursions;Atividades e excursões;Aktiviteter och utflykter;Aktiviteter og utflukter;Aktiviteter og udflugter
687e931cdb453fe1ebb12d227b8db6a9;tours.category.designYourTour.step2.facility5.title;;;Arrange a guide;Providencie um guia;Ordna en guide;Skaff en guide;Arrangér en guide
5210d5adad0ba2154c8c9ad516a2694f;tours.category.designYourTour.step2.facility6.title;;;Rent a car (or even a campervan or a bike);Alugue um carro (ou até mesmo um motorhome ou uma bicicleta);Hyr en bil (eller till och med en husbil eller en cykel);Lei en bil (eller til og med en bobil eller en sykkel).;Lej en bil (eller endda en autocamper eller en cykel)
7a008fe8aaecf95b36629abcc3de35ca;tours.category.designYourTour.step2.facility7.title;;;If you like to move by plane, train, boat, rental car....;Se você gosta de viajar de avião, trem, barco, carro alugado....;Om du föredrar att resa med flyg, tåg, båt eller hyrbil....;Hvis du liker å reise med fly, tog, båt, leiebil....;Hvis du kan lide at rejse med fly, tog, båd eller udlejningsbil....
abd854be690636f37adbe96fddae732f;tours.category.designYourTour.step2.facility8.title;;Ontwerp je eigen rondreis;Extend your stays as much as you like;Prolongue as suas estadias o quanto quiser;Förläng din vistelse så mycket du vill;Forleng oppholdet ditt så lenge du vil;Forlæng dit ophold, så længe du vil
b819b53a7d2d82084f526da2e4eefd8e;tours.category.designYourTour.navigationlabel;Composez votre propre circuit;Filteren op land;Design your own tour;Planeje o seu próprio tour;Utforma din egen utflykt;Design din egen rundreise;Design din egen rundtur
f03c423a565283d1d70c359fb079c142;tours.filterByCountry;Filtrer par pays;Zoek...;Filter by country;Filtrar por país;Filtrera efter land;Filtrer etter land;Filtrér efter land
dea43989e3bea9446d8952139ec172d2;pages.search.navigationLabel;Recherche...;Last Minutes: extra korting;Search...;Pesquisar...;Sök...;Søk...;Søg...
aa0e190c3fce13c0441a3b494460a7d9;banners.promobanner.title;Last minutes: réduction supplémentaire;Boek nu je zomervakantie en ontvang 100 euro korting per reservatie van minimum 900 euro. Geldig op het volledige aanbod rondreizen.;Last Minute: Extra discount;De última hora: desconto extra;Sista minuten: extra rabatt;Siste minutt: ekstra rabatt;Sidste minut: ekstra rabat
b0a1b27c7ef42f7794dd4b7258d5b5f9;banners.promobanner.subtitle1;Réservez vos vacances d’été maintenant et recevez 100 euros de réduction par réservation de minimum 900 euros. Valable sur toute l'offre de circuits.;;Book your summer holiday now and receive 100 euros discount per booking. Minimum spend of 900 euros. Valid on all tours. ;Reserve já as suas férias de verão e receba 100 euros de desconto por reserva. Gasto mínimo de 900 euros. Válido em todos os tours. ;Boka din sommarsemester nu och få 100 euro rabatt per bokning. Vid köp för minst 900 euro. Gäller på alla utflykter. ;Bestill sommerferien nå og få 100 euro i rabatt per bestilling ved kjøp over 900 euro. Gjelder på alle rundreiser.;Bestil din sommerferie nu og få 100 euro i rabat pr. booking. Minimumsforbrug på 900 euro. Gælder på alle rundture. 
7cce69abb037616b755424120f338b76;banners.promobanner.subtitle2;;Promocode:;promo code.;código promocional.;kampanjkod.;Kampanjekode: ;Kampagnekode.
9bfdcd536b184b0aaf74f8339ff416ae;banners.promobanner.paragraph;Code de réduction:;Kopieer code;Promo code:;Código promocional:;Kampanjkod:;Kampanjekode: ;Kampagnekode:
b07d97749eead42c4d6b6b43b1f1e5c1;banners.promobanner.button;Copier le code;Sorteer rondreizen op;Copy code;Copiar código;Kopiera kod;Kopier kode;Kopier kode
704a214c361e25330ed16bd3c43cfa00;tours.sort;Trier les circuits par…;Korte tours eerst;Order tours by...;Organizar tours por...;Beställ utflykter efter...;Bestill rundreiser fra...;Bestil rundture af...
8220c9e9361bf07758245bd9c1e90229;tours.sort.title;Ordre alphabétique (par défaut);Langste tours eerst;A to Z (By default);A a Z (por padrão);A till Z (som standard);A til Z (som standard);A til Z (som standard)
bc64be105387e21ef10d21644114cf4f;tours.sort.lowestPrice;Prix croissants;Verwijder;Lowest Price;Menor preço;Lägsta pris;Laveste pris;Laveste pris
12da80b3b8f5f3549860e26a6f550992;tours.sort.shortTours;;Waar naartoe...?;Short Tours first;Tours curtos primeiro;Korta utflykter först;Korte rundreiser først;Korte rundture først
268b25321dee46592d1eab7c7197aca0;tours.sort.longestTours;;Zoek groepsrondreizen;Longest Tours first;Tours mais longos primeiro;Längsta utflykter först;Lange rundreiser først;Lange rundture først
695827efb92d2fe1585518b951474157;banners.promobanner.dismiss;Supprimer;Zoek individuele rondreizen;Dismiss;Ignorar;Avvisa;Avvis;Afvis
55d72213ea68e598e2be106c809a149b;search.box.placeholder.default;Où voulez-vous voyager?;Wij stippelen zorgvuldig een route uit en laten je kennismaken met de hoogtepunten onderweg. Maar als reiziger behoud je ook je vrijheid om op eigen houtje rond te kijken. Onze missie is om het comfort van een groepsrondreis te koppelen aan je eigen specifieke wensen.;Where do you want to travel...?;Para onde você quer viajar...?;Vart vill du resa...?;Hvor vil du reise? ;Hvor vil du gerne rejse hen...?
a2e70187ba706d75009da1fc2bce351a;landing.group.search.placeholder;Recherchez des circuits de groupe...;Onze rondreizen geven je de kans een bestemming écht te leren kennen zonder op voorhand dagen te spenderen aan plannen en opzoeken. We zetten onze schouders onder jouw reis, terwijl jij als reiziger je vrijheid behoudt.;Search Group Tours...;Pesquisar tours em grupo...;Sök utflykter i grupp...;Søk grupperundreiser;Søg grupperundture
a164e04b7e2f05ede792ce461226fe7e;landing.individual.search.placeholder;Rechercher des circuits individuels...;Ontdek;Search Individual Tours...;Pesquisar tours individuais...;Sök individuella utflykter...;Søk individuelle rundreiser;Søg individuelle rundture
c3d54d79f63047e4ef78b5beb0de8926;landing.group.staticContent.paragraph2;Les itinéraires quotidiens intelligemment conçus et les points forts sélectionnés vous laisseront sans voix. Aucun circuit ne ressemble à un autre. De plus, vous disposerez d'assez de temps libre pour explorer la destination par vous-même et vivre des moments qui resteront gravés dans votre mémoire.;Lees meer;The smartly designed day-to-day itineraries and hand-picked highlights will leave you speechless – no departure is like the other. Plenty of free time allows you to explore on your own and make memories for a lifetime.;Os itinerários do dia a dia com planejamento inteligente e os destaques escolhidos a dedo vão deixar você sem palavras: nenhuma partida é igual à outra. A grande quantidade de tempo livre permite que você explore por conta própria e crie memórias para a vida toda.;De genomtänkta dagliga resplanerna och handplockade höjdpunkterna kommer att imponera på dig - ingen avresa är den andra lik. Massor av ledig tid ger dig möjlighet att utforska på egen hand och skapa minnen för livet.;De nøye utformede dag-for-dag-programmene og håndplukkede høydepunkter kommer til å imponere deg – ingen avgang er lik den andre. Rikelig med fritid gir deg mulighet til å utforske på egen hånd og skape minner for livet.;De omhyggeligt designede dag-til-dag turplaner og håndplukkede højdepunkter vil efterlade dig målløs. Masser af tid på egen hånd giver dig mulighed for at udforske selv og skabe minder for livet.
e4b982b41bf2fd5775c8b0be209c7fc1;landing.individual.staticContent.paragraph2;Prenez tout le temps de faire des rencontres authentiques et de vous faire plaisir. Vous séjournez dans des hébergements plus petits, vous mangez dans les restaurants conseillés par les locaux et vous profitez de notre sélection d'excursions et d'activités. De plus, vous partez quand vous le souhaitez.;Gegarandeerd vertrek;Take the time you wish to make authentic encounters and follow your own interests. Stay in smaller accommodations, try out local insider restaurants, explore our hand-picked excursions and activities. Depart any time you want.;Aproveite o tempo que desejar para realizar encontros autênticos e seguir seus próprios interesses. Fique hospedado em acomodações menores, experimente restaurantes locais que só os moradores conhecem, explore nossas excursões e atividades escolhidas a dedo. Parta quando quiser.;Ta den tid du vill för att göra autentiska möten och följa dina egna intressen. Bo på mindre boenden, prova lokala restauranger, utforska våra handplockade utflykter och aktiviteter. Åk när du vill.;Ta deg god tid til autentiske møter og følg dine egne interesser. Bo på mindre overnattingssteder, prøv lokale restauranter og utforsk våre håndplukkede utflukter og aktiviteter. Du kan reise når du vil.;Tag dig den tid, du ønsker, til at skabe autentiske møder og følge dine egne interesser. Bo på mindre overnatningssteder, prøv lokalt kendte restauranter, udforsk vores håndplukkede udflugter og aktiviteter. Tag af sted, når du vil.
67789ddd1a30417855730e66e7e97e16;hero.buttons.explore;Explorer;Info;Explore;Explorar;Utforska;Utforsk;Udforsk
137d1ba351ee2fcd8fcc5d09a5e5a13d;hero.buttons.learnMore;En savoir plus;Nog graag één van onze mooie rondreizen boeken voor winter 2022/2023? Neem dan contact op met je reisagent.;Learn more;Saiba mais;Läs mer;Les mer;Læs mere
83a23cb174fbc457fab84a70b67b0282;landing.group.staticContent.cards.card1.tag;Départs garantis;Ok;Guaranteed Departures;Partidas garantidas;Garanterade avgångar;Graranterte avreiser;Garanterede Afgange
41534e5f31ab4069d5e97e0d8d18acf2;banners.infopopup.label;Infos;Op een aantal bestemmingen kun je de route naar wens aanpassen. Wil je graag een extra stop inlassen, stops overslaan die je minder interesseren, langer op een bepaalde plaats  blijven, of een hotel wijzigen? Jij beslist!;Info;Informações;Information;Informasjon;Information
65c4184fc928b558cf0d6c5b5ab05b91;banners.infopopup.text;Pour réserver un circuit pour l'hiver 2022-2023, contactez l'agence de voyages près de chez vous.;Op sommige plaatsen ga je op pad met een deskundige lokale gids of privéchauffeur. In andere bestemmingen ontdek je alles zelf met een huurwagen. Alles wordt geregeld met oog voor jouw wensen!;If you want to book a tour for Winter 2022/2023, please consult your local travel agent;Se você quiser reservar um tour para o inverno de 2022/2023, consulte o seu agente de viagens local;Om du vill boka en resa för vintern 2022/2023, vänligen kontakta din lokala resebyrå;Hvis du ønsker å bestille en tur for vinteren 2022/2023, vennligst kontakt ditt lokale reisebyrå;Hvis du ønsker at bestille en tur i Vinteren 2022/2023, bedes du kontakte din lokale rejsearrangør.
c2f61bbfb34de2df683e0423382e08f3;banners.infopopup.button;OK;Bezoek inspirerende projecten, proef typische specialiteiten, en beweeg mee in het ritme van de bestemming!;Ok;OK;Ok;Ok;Ok
28a4d783fb6bfdfa05480dbe55f92d32;landing.individual.staticContent.cards.card1.paragraph;Dans une sélection de destinations, vous pouvez adapter l'itinéraire comme vous le souhaitez. Vous pouvez ajouter un arrêt, rester plus longtemps là où vous le souhaitez, supprimer les arrêts qui vous intéressent moins. Les possibilités sont infinies.;We dragen zorg voor de plaatsen die we bezoeken, ondersteunen de lokale economie en respecteren de natuur.;In selected destinations, you can tailor the itinerary as you wish: add an extra stop, stay longer where you like it, skip stops that are less of your interest. Discover endless possibilities.;Em destinos selecionados, você pode personalizar o itinerário como desejar: adicione uma parada extra, fique mais tempo onde quiser, pule paradas que não sejam tanto do seu interesse. Descubra infinitas possibilidades.;På utvalda resmål kan du skräddarsy resplanen som du vill: lägg till ett extra stopp, stanna längre där du vill, hoppa över stopp som är mindre intressanta för dig. Upptäck oändliga möjligheter.;På utvalgte reisemål kan du skreddersy reiseruten etter eget ønske: legg til et ekstra stopp, bli lenger på et sted du liker eller hopp over stopp som er mindre interessante for deg. Oppdag uendelige muligheter.;På udvalgte rejsemål kan du skræddersy ruten, som du ønsker: tilføj et ekstra stop, bliv længere, hvor du vil, spring stop over, som ikke interesserer dig. Opdag endeløse muligheder.
